generated_smiles,mol,canonical_smiles,passes_lipinski,max_tanimoto,predicted_active,prob_active,activity_level,rdkit_indicators,predicted_active_2,prob_active_2,activity_level_2
O,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bb3e0>,O,True,0.02857142857142857,0,0.0,Low,"[0.0, 0.0, 0.0, 0.0, 0.3277476769246249, 0.0, 18.015, 15.999, 18.010564684, 8, 0, -0.4115095219374226, -0.4115095219374226, 0.4115095219374226, 0.4115095219374226, 1.0, 1.0, 1.0, 15.999, 15.999, -0.4115095219374226, -0.4115095219374226, -0.2893, -0.2893, 0.8238, 0.8238, 0.0, 0.0, 0, 0, 0.5, 0.5, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04, 0.0, 0.9600000000000016, -27.040000000000028, -104.0400000000001, 6.84923118831809, 5.476191835881363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.476191835881363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.476191835881363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.5, 0.0, 0.0, 0.0, 5.476191835881363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -25.958400000000072, 0, -0.8247, 3.6138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.34730953975626505,Low
CCc1cc(Cc2ccc(N)nc2N)cc(CC)c1SC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bb450>,CCc1cc(Cc2ccc(N)nc2N)cc(CC)c1SC,True,0.6842105263157895,1,0.925,High,"[5.971184597295709, 5.971184597295709, 0.46988459285356843, 0.46988459285356843, 0.8267853040963188, 10.80952380952381, 301.45899999999995, 278.275, 301.161268736, 112, 0, 0.12883675254214783, -0.38362736371606526, 0.38362736371606526, 0.12883675254214783, 1.0, 1.619047619047619, 2.0952380952380953, 32.166408503501316, 9.975626813856069, 2.0985410006690994, -2.1439985401945747, 2.288867704404111, -2.027792369609674, 7.983094693439112, 0.9874294167531542, 2.4853784144068674, 2.3975621374281344, 612.922614020519, 15.405412915006313, 12.94088384466122, 13.757380425588947, 10.083248657969117, 7.28074756603378, 8.505492437425369, 5.1116797818184425, 5.928176362746169, 3.696887253919949, 4.6295129393741385, 2.604970640213896, 3.535874299996795, -1.6799999999999997, 52230.22737876032, 15.704013268026536, 6.852274410290786, 3.503341776863349, 130.70068941227782, 11.46733495432437, 11.635725555670057, 0.0, 0.0, 0.0, 0.0, 0.0, 4.9839785209472085, 0.0, 11.761884949391115, 32.046575604766076, 47.41758546461301, 11.316305098443785, 0.0, 0.0, 23.397610505061174, 0.0, 4.9839785209472085, 0.0, 38.00542274367706, 17.723104137835776, 46.519274240634424, 0.0, 0.0, 11.46733495432437, 11.635725555670057, 0.0, 11.761884949391115, 11.239747704458612, 19.26246486877803, 0.0, 36.10128036616923, 29.160951749364216, 0.0, 0.0, 0.0, 64.92999999999999, 0.0, 0.0, 0.0, 0.0, 11.635725555670057, 24.825916360475023, 21.585837950608763, 0.0, 23.894619086314336, 37.21995624076308, 11.46733495432437, 0.0, 1.8377481108758162, 5.563357216343327, 0.0, 16.782594268372588, 0.9976994024193699, 8.363481696691021, 5.043599492138453, 4.4115198131594235, 0.0, 0.35294117647058826, 21, 4, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 4, 2, 4, 1, 5, 0, 0, 0, 0, 0, 5.124200393112629, 2, 3.683500000000002, 92.84680000000003, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0.5319096683343499,High
CCCCCO,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bb680>,CCCCCO,True,0.21621621621621623,0,0.0,Low,"[8.19736111111111, 8.19736111111111, 0.355, 0.355, 0.513281356352027, 9.0, 88.14999999999999, 76.05399999999999, 88.088815004, 38, 0, 0.04305223345357219, -0.3963765707960063, 0.3963765707960063, 0.04305223345357219, 1.3333333333333333, 2.0, 2.1666666666666665, 16.249920993384958, 10.263374251449198, 1.7585175569461067, -1.854824490829793, 1.8886357691457698, -1.7805579678492776, 4.304159999369914, 0.2838073227136418, 1.6143308351592656, 2.3390923149762908, 15.900134529890124, 4.82842712474619, 4.275640720246148, 4.275640720246148, 2.914213562373095, 2.5233345472033855, 2.5233345472033855, 1.4307135789365262, 1.4307135789365262, 0.7616672736016925, 0.7616672736016925, 0.36180339887498936, 0.36180339887498936, -0.04, 20.986300857070454, 5.959999999999999, 4.960000000000001, 3.9600000000000004, 38.99325323761199, 5.106527394840706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.765380445542643, 6.4208216229260096, 6.606881964512918, 0.0, 5.106527394840706, 0.0, 0.0, 0.0, 0.0, 26.186202068468653, 6.606881964512918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.713409359353623, 0.0, 0.0, 26.186202068468653, 0.0, 0.0, 0.0, 0.0, 20.23, 0.0, 0.0, 0.0, 0.0, 6.606881964512918, 12.841643245852019, 6.4208216229260096, 0.0, 0.0, 6.923737199690624, 5.106527394840706, 0.0, 0.0, 0.0, 8.19736111111111, 0.0, 0.0, 0.0, 3.3269444444444445, 2.475694444444444, 0.0, 1.0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 4.926933333333333, 0, 1.1689, 26.61079999999999, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0,0.2746460685432516,Low
CCc1cc(Cc2ccc(N)nc2N)cc(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bb990>,CCc1cc(Cc2ccc(N)nc2N)cc(OC)c1,True,0.5952380952380952,1,0.95,High,"[5.8879772927689595, 5.8879772927689595, 0.44549949609473427, 0.44549949609473427, 0.8816817151392841, 10.421052631578947, 257.33699999999993, 238.18499999999995, 257.152812228, 100, 0, 0.12883676995810722, -0.49674715434656685, 0.49674715434656685, 0.12883676995810722, 1.105263157894737, 1.8421052631578947, 2.473684210526316, 16.465312075798227, 10.014790693992495, 2.0546818668359434, -2.0948594007868824, 2.2173708299878903, -2.0175588602469317, 5.486318361827618, 0.41359270521195957, 2.412043990806798, 2.3145066968926593, 559.3485243689113, 13.828062645816686, 11.311127332664299, 11.311127332664299, 9.117723500579764, 6.297437663443585, 6.297437663443585, 4.500146881831407, 4.500146881831407, 3.0984559146347355, 3.0984559146347355, 2.0415282786000377, 2.0415282786000377, -2.23, 20321.470622547273, 13.207529629680065, 5.60713058808784, 3.158236012331736, 112.96124038762623, 16.20419790812442, 17.38523738895396, 0.0, 0.0, 0.0, 0.0, 0.0, 4.9839785209472085, 0.0, 0.0, 19.056471336613843, 41.310277303401826, 6.4208216229260096, 7.109797541277533, 4.736862953800049, 11.635725555670057, 0.0, 4.9839785209472085, 0.0, 19.765380445542643, 18.5771324956019, 47.02218981739904, 0.0, 5.749511833283905, 16.20419790812442, 11.635725555670057, 5.749511833283905, 0.0, 12.093776062224741, 12.841643245852019, 0.0, 23.61409167478161, 30.33183534230805, 0.0, 0.0, 0.0, 74.16, 0.0, 0.0, 0.0, 0.0, 11.635725555670057, 29.718058062529913, 5.563451491696996, 13.176164609739143, 18.19910120538483, 17.97408278909944, 16.20419790812442, 5.317524381666247, 0.0, 4.079205719324767, 0.0, 14.873585114614155, 1.8040124506592765, 9.927304001847652, 1.6974040742840346, 2.122704351024156, 1.6782599065797117, 0.26666666666666666, 19, 4, 4, 0, 0, 0, 0, 1, 1, 2, 0, 0, 4, 2, 4, 1, 4, 0, 0, 0, 0, 0, 3.897702283139766, 2, 2.407800000000001, 78.23980000000003, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.33976344745860243,Low
CC1OC1N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bbc30>,CC1OC1N,True,0.12903225806451613,0,0.04,Low,"[5.143518518518519, 5.143518518518519, 0.05092592592592582, 0.05092592592592582, 0.3993206005887574, 49.2, 73.095, 66.039, 73.052763844, 30, 0, 0.13198477049195942, -0.35377678552615394, 0.35377678552615394, 0.13198477049195942, 1.8, 2.0, 2.0, 16.606780667864737, 10.512958156935747, 2.283148901729942, -1.597419895528386, 2.1236873768601403, -2.01104307509902, 4.713915754787975, 0.3826379559272524, 1.7899290753099995, 2.2034403442173716, 40.15772188107981, 3.861807319565799, 3.1402990980327403, 3.1402990980327403, 2.3045304526403108, 1.7154214566473245, 1.7154214566473245, 1.3058167374105425, 1.3058167374105425, 0.7578332204574159, 0.7578332204574159, 0.20249576142632877, 0.20249576142632877, -0.08, 19.689219828409993, 3.1232520325203255, 0.6979745397440609, 0.4123301680058437, 30.916740029613134, 10.470530430962235, 6.22790117073487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 6.103966387748303, 4.736862953800049, 0.0, 0.0, 0.0, 5.733667477162185, 19.255604758173796, 0.0, 0.0, 0.0, 0.0, 5.733667477162185, 0.0, 0.0, 0.0, 12.331867558483172, 4.736862953800049, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 38.55, 0.0, 0.0, 0.0, 6.22790117073487, 6.103966387748303, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 10.470530430962235, 4.694444444444445, 0.0, 0.0, 0.0, 5.143518518518519, 0.0, 0.0, 0.3796296296296293, 1.9490740740740742, 0.0, 1.0, 5, 2, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 2, 0.43599007998061534, 1, -0.3101, 18.522400000000005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3410611446606662,Low
C[SH2]N=O,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bbe60>,C[SH2]N=O,True,0.07317073170731707,0,0.02,Low,"[8.935956790123457, 8.935956790123457, 0.2098765432098766, 0.2098765432098766, 0.42057220124628947, 11.25, 79.124, 74.084, 79.00918478, 26, 0, -0.018372304584432293, -0.13945312742199692, 0.13945312742199692, 0.018372304584432293, 2.0, 2.25, 2.25, 32.171757425977255, 11.959989533650948, 1.4353762742355667, -1.5875924316166021, 1.8530235738279008, -1.254299942485283, 7.967076082445306, 1.8748997198294404, 1.370950594454669, 2.2968352619191386, 22.0, 3.414213562373095, 2.355461885963821, 3.355461885963821, 1.914213562373095, 0.9061809835850343, 2.3533945790849926, 0.31489389066750667, 0.94468167200252, 0.09128709291752769, 0.2738612787525831, 0.0, 0.0, -0.050000000000000044, 6.854752972273345, 3.950000000000001, 2.950000000000001, 1.9500000000000008, 28.692470548053763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.854988210369477, 0.0, 10.837957371815815, 0.0, 0.0, 0.0, 11.947922966381196, 0.0, 0.0, 4.582188188304411, 0.0, 6.255769183511404, 4.907065243988282, 0.0, 0.0, 0.0, 0.0, 0.0, 11.947922966381196, 6.255769183511404, 0.0, 4.907065243988282, 0.0, 4.582188188304411, 0.0, 0.0, 0.0, 29.43, 0.0, 0.0, 0.0, 11.947922966381196, 0.0, 0.0, 0.0, 6.255769183511404, 0.0, 4.582188188304411, 4.907065243988282, 2.513888888888889, 0.2098765432098766, 8.935956790123457, 0.0, 0.0, 0.0, 0.0, 1.7291666666666667, 0.0, 0.0, 1.0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2.9131250000000017, 0, 0.4953999999999999, 22.099999999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.31936159798423264,Low
CCNN,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bbed0>,CCNN,True,0.13953488372093023,0,0.06,Medium,"[4.777777777777778, 4.777777777777778, 0.8472222222222222, 0.8472222222222222, 0.31514839256535404, 7.5, 60.099999999999994, 52.035999999999994, 60.06874825599999, 26, 0, 0.006892736507584144, -0.2714720855896293, 0.2714720855896293, 0.006892736507584144, 2.0, 2.25, 2.25, 15.196728095814954, 10.8221468143085, 1.4957672344302326, -1.7672577495250084, 1.2987919996190662, -2.196435677283503, 4.102155791292538, 0.7806545269503083, 1.370950594454669, 1.9747448713915894, 6.0, 3.414213562373095, 2.784457050376173, 2.784457050376173, 1.914213562373095, 1.349335306374634, 1.349335306374634, 0.5576775358252053, 0.5576775358252053, 0.2041241452319315, 0.2041241452319315, 0.0, 0.0, -0.08, 6.854752972273345, 3.9200000000000004, 2.92, 1.9199999999999995, 25.96408204308189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.268461667376624, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 6.544756405912575, 0.0, 0.0, 0.0, 0.0, 5.425791397110385, 5.842670270266239, 6.923737199690624, 6.544756405912575, 0.0, 0.0, 0.0, 11.268461667376624, 0.0, 0.0, 0.0, 6.544756405912575, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 38.05, 0.0, 0.0, 0.0, 0.0, 0.0, 6.544756405912575, 0.0, 0.0, 6.923737199690624, 5.425791397110385, 5.842670270266239, 0.0, 0.0, 0.0, 0.0, 2.4305555555555554, 4.777777777777778, 0.0, 0.0, 2.7916666666666665, 0.0, 1.0, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 2.8616, 0, -0.5304, 17.864100000000004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3626849888498249,Medium
COC1=CC(CC2=CC=CCC=C2NC2CC2)=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bc0b0>,COC1=CC(CC2=CC=CCC=C2NC2CC2)=C1C,True,0.15625,0,0.05,Medium,"[5.283449021583942, 5.283449021583942, 0.7030511988746114, 0.7030511988746114, 0.8073361368444949, 22.105263157894736, 255.36099999999996, 234.19299999999996, 255.162314292, 100, 0, 0.12185106829559256, -0.49646746841203965, 0.49646746841203965, 0.12185106829559256, 1.368421052631579, 2.210526315789474, 2.8947368421052633, 16.468813058319537, 9.89736838195947, 2.2408325795679436, -2.223719422070505, 2.340746325964299, -2.17812197663137, 5.523070361582387, 0.2940960323387801, 3.2295302174042657, 1.718839459577301, 527.4653191774629, 13.242276208189782, 11.70077703034781, 11.70077703034781, 9.275188245478668, 7.062514718378527, 7.062514718378527, 5.431897812149082, 5.431897812149082, 3.931889481567209, 3.931889481567209, 2.478945993083993, 2.478945993083993, -1.7000000000000002, 44199.35055539478, 12.339759456629707, 5.11970776476271, 2.674916739561349, 114.77622364978124, 10.05365155780638, 5.759164871656176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.304080427335524, 55.40235738843634, 11.738880142203794, 7.109797541277533, 4.736862953800049, 0.0, 0.0, 5.316788604006331, 0.0, 38.648864520542624, 7.109797541277533, 58.55561830908921, 0.0, 0.0, 5.316788604006331, 0.0, 0.0, 0.0, 13.151638370425495, 4.736862953800049, 0.0, 32.60702369139466, 58.55561830908921, 0.0, 0.0, 0.0, 21.259999999999998, 0.0, 0.0, 0.0, 0.0, 6.041840829147961, 18.600808117508194, 35.257996149115655, 7.109797541277533, 0.0, 42.620626337866355, 4.736862953800049, 5.283449021583942, 0.0, 0.0, 3.654749464600655, 5.400708616780046, 1.0281904814394895, 0.7030511988746114, 15.722785182356791, 2.137870764046359, 1.7358619369847723, 0.4117647058823529, 19, 1, 2, 3, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 5, 1, 0, 1, 0, 0, 3.3250506476532204, 3, 3.7591000000000028, 78.48970000000003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.36189000453571313,Medium
COC1=CC(Cc2cnc(N)nc2N)=CC(C(=O)O)OCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bc2e0>,COC1=CC(Cc2cnc(N)nc2N)=CC(C(=O)O)OCCC1=O,True,0.40298507462686567,1,0.85,High,"[12.023144043506598, 12.023144043506598, 0.02043597435913469, -1.1840919732090367, 0.6949633677020918, 18.708333333333332, 334.33200000000016, 316.18800000000005, 334.12771967599997, 128, 0, 0.33638387300423794, -0.4930174888114866, 0.4930174888114866, 0.33638387300423794, 1.5, 2.25, 2.875, 16.51305244705525, 10.03120905524199, 2.210100101831763, -2.1056677649328197, 2.1929410122016306, -2.22718782672806, 5.937273545455579, -0.14728469057315996, 2.5951765399236595, 2.4167347972012143, 713.8160041442611, 17.689869965382485, 13.060055907052726, 13.060055907052726, 11.401085903164898, 7.11234364917391, 7.11234364917391, 5.072556174425419, 5.072556174425419, 3.357839664062353, 3.357839664062353, 2.1570091868650962, 2.1570091868650962, -2.9400000000000004, 185744.57049195608, 17.414427757808795, 7.553945001449119, 4.2916156501516385, 137.52417492717768, 26.047588256765174, 5.817862777835028, 17.646376205769418, 5.948339280986494, 0.0, 5.969305287951849, 4.794537184071822, 9.77851570501903, 4.9839785209472085, 0.0, 0.0, 17.72514474373703, 24.60193830916209, 13.716679505790452, 24.169327670584444, 23.518752293138313, 0.0, 9.967957041894417, 0.0, 18.94560963360032, 25.184014460114824, 35.244604678703276, 0.0, 0.0, 11.46733495432437, 11.766202058821523, 0.0, 0.0, 46.64768056459066, 25.48362189866975, 0.0, 11.984273114623004, 29.68115318700628, 0.0, 0.0, 0.0, 150.65, 12.073271675700152, 14.69560176298435, 0.0, 42.757137087207575, 11.136556021766264, 0.0, 25.45868132655837, 0.0, 0.0, 9.967957041894417, 20.94106086192447, 10.329557455698328, 0.0, 31.0503468077237, 9.238397548068814, 12.283772731697516, -1.109226662887375, 0.0, 3.3570834469896518, -0.02043597435913469, 1.3705046470684998, 0.3333333333333333, 24, 5, 9, 0, 1, 1, 0, 0, 1, 1, 1, 0, 8, 3, 9, 2, 4, 0, 0, 0, 0, 1, 5.481151229758189, 2, 0.08279999999999971, 84.73560000000002, 1, 0, 0, 2, 0, 2, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.4862961080734064,High
CC1OC1=N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bc580>,CC1OC1=N,True,0.125,0,0.01,Low,"[6.594907407407407, 6.594907407407407, 0.13425925925925886, 0.13425925925925886, 0.41168267258355784, 33.0, 71.079, 66.039, 71.03711378, 28, 0, 0.22291255538144594, -0.46548339363801766, 0.46548339363801766, 0.22291255538144594, 2.0, 2.2, 2.2, 16.591968142558468, 10.552824848273428, 2.255966992096597, -1.4873987831486464, 2.0826866641897284, -1.6710311873493346, 5.887292314739554, 0.4681331320613432, 1.7899290753099995, 2.472050078051391, 69.2933148700206, 3.861807319565799, 2.985598559653489, 2.985598559653489, 2.3045304526403108, 1.555851809411886, 1.555851809411886, 1.1243304254969748, 1.1243304254969748, 0.6157420880884381, 0.6157420880884381, 0.15642972939229566, 0.15642972939229566, -0.53, 19.689219828409993, 2.693713646532438, 0.5057254621854761, 0.25060486148478145, 30.26220033186521, 4.736862953800049, 0.0, 6.103966387748303, 5.897745344357611, 0.0, 0.0, 5.409283605791522, 0.0, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 4.736862953800049, 5.897745344357611, 5.409283605791522, 0.0, 0.0, 13.027703587438927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.001711732105914, 4.736862953800049, 5.409283605791522, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 36.38, 0.0, 0.0, 0.0, 6.103966387748303, 5.897745344357611, 0.0, 0.0, 0.0, 6.923737199690624, 4.736862953800049, 5.409283605791522, 4.5, 0.0, 0.0, 6.594907407407407, 0.0, 0.4212962962962965, 0.0, 0.13425925925925886, 1.849537037037037, 0.0, 0.6666666666666666, 5, 1, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0.27245591577758826, 1, 0.38237, 18.2737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.34397770210493933,Low
CC=CC=CC1=CC=CCCC=Nc2[nH]c1c(N)c2N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10bc890>,CC=CC=CC1=CC=CCCC=Nc2[nH]c1c(N)c2N,True,0.14516129032258066,0,0.3533333333333333,High,"[6.081592104434366, 6.081592104434366, 0.5056821092634587, 0.5056821092634587, 0.7140043129274348, 15.75, 268.364, 248.20399999999998, 268.16879664, 104, 0, 0.1550584362782996, -0.3952370604698051, 0.3952370604698051, 0.1550584362782996, 1.2, 2.05, 2.85, 14.975097482757127, 10.101925485729469, 2.13189320345305, -2.0033970175394624, 2.348861028829577, -1.9345245013529044, 5.908105542059298, 1.1138229240705033, 2.7072503253009303, 2.5098235410667566, 612.6665426567317, 14.372032720186704, 11.634929849769314, 11.634929849769314, 9.73638210521845, 6.6970197426604114, 6.6970197426604114, 4.500041964351157, 4.500041964351157, 3.0207356339368228, 3.0207356339368228, 1.9318767231320235, 1.9318767231320235, -2.49, 40809.09140358622, 13.930524073164417, 6.611257099367928, 3.089674181126484, 118.83072951088985, 16.45131347527158, 5.687386274683562, 5.817862777835028, 0.0, 0.0, 0.0, 0.0, 4.992404732635669, 0.0, 0.0, 42.53214074783717, 19.765380445542643, 11.787705109604584, 11.381314269532023, 0.0, 28.980340436806735, 0.0, 4.9839785209472085, 4.992404732635669, 19.765380445542643, 11.46733495432437, 48.22606874268563, 0.0, 0.0, 11.46733495432437, 17.19263532720215, 0.0, 0.0, 11.198579100482526, 0.0, 0.0, 25.459308440391105, 47.52454548047284, 0.0, 5.573104530069267, 0.0, 80.19, 0.0, 0.0, 0.0, 0.0, 17.19263532720215, 24.108675770769747, 0.0, 0.0, 49.59445842022922, 16.052403360416758, 11.46733495432437, 0.0, 0.0, 7.545376905391786, 0.0, 14.914900662425463, 0.6293829785000422, 0.0, 17.767543647279847, 1.9761291397361924, 0.0, 0.1875, 20, 5, 4, 0, 1, 1, 0, 0, 1, 1, 0, 2, 3, 3, 4, 2, 2, 0, 0, 0, 0, 0, 4.6049138088312045, 2, 3.7471000000000005, 88.0745, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3986848458268179,Medium
